Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Rating
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,PSV,2013.0,Strategy,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,
Nobunaga no Yabou: Kakushin with Power-Up Kit,PS2,2008.0,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,
Astonishia Story,PSP,2006.0,Role-Playing,Ubisoft,0.03,0.0,0.0,0.0,0.03,48.0,4.9,E10+
Raw Danger!,PS2,2006.0,Action,505 Games,0.02,0.01,0.0,0.0,0.03,,,T
Monster Rancher Hop-A-Bout,PS,2000.0,Action,Tecmo Koei,0.02,0.01,0.0,0.0,0.03,,,E
3DS Classic Collection,3DS,2016.0,Misc,Sega,0.03,0.0,0.0,0.0,0.03,,,
Prince of Persia: The Forgotten Sands,PC,2010.0,Action,Ubisoft,0.0,0.03,0.0,0.0,0.03,75.0,6.6,T
Custom Beat Battle: Draglade 2,DS,2008.0,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,
Gotouchi Kenkei DS,DS,2006.0,Misc,Spike,0.0,0.0,0.03,0.0,0.03,,,
The Sims 2: Glamour Life Stuff,PC,2006.0,Simulation,Electronic Arts,0.0,0.03,0.0,0.01,0.03,,6.7,T
Bikkuriman Daijiten,DS,2007.0,Misc,,0.0,0.0,0.03,0.0,0.03,,,
Accel World: Ginyoku no Kakusei,PS3,2012.0,Adventure,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,
Elf Bowling 1 & 2,GBA,2005.0,Sports,Ignition Entertainment,0.02,0.01,0.0,0.0,0.03,14.0,,T
Turbo: Super Stunt Squad,DS,2013.0,Sports,D3Publisher,0.0,0.03,0.0,0.0,0.03,,tbd,E
Game of Thrones (Telltale),XOne,2015.0,Adventure,Telltale Games,0.03,0.0,0.0,0.0,0.03,,,
GunGriffon: Allied Strike,XB,2004.0,Simulation,Microsoft Game Studios,0.02,0.01,0.0,0.0,0.03,55.0,tbd,T
Batman: A Telltale Game Series,X360,2016.0,Adventure,Telltale Games,0.01,0.02,0.0,0.0,0.03,,,M
Mystery Case Files: Ravenhearst,PC,2007.0,Puzzle,Focus Home Interactive,0.01,0.02,0.0,0.01,0.03,,tbd,E10+
Stacked with Daniel Negreanu,PSP,2006.0,Misc,Myelin Media,0.03,0.0,0.0,0.0,0.03,63.0,tbd,T
Vitamin X Evolution,DS,2008.0,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03,,,
Saru! Get You! SaruSaru Daisakusen,PSP,2007.0,Platform,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,,,
Midnight Mysteries: The Edgar Allan Poe Conspiracy,PC,2009.0,Adventure,GSP,0.0,0.03,0.0,0.01,0.03,,tbd,T
Barbie and Her Sisters Puppy Rescue,3DS,2015.0,Action,Namco Bandai Games,0.0,0.03,0.0,0.0,0.03,,tbd,E
Arthur and the Invisibles,DS,2007.0,Adventure,Atari,0.03,0.0,0.0,0.0,0.03,31.0,,E
The Flintstones: Big Trouble in Bedrock,GBA,2001.0,Platform,Swing! Entertainment,0.02,0.01,0.0,0.0,0.03,40.0,,E
RACE On,PC,2009.0,Racing,bitComposer Games,0.0,0.03,0.0,0.01,0.03,73.0,8.2,E
PopCap Arcade Vol 2,X360,2009.0,Misc,PopCap Games,0.03,0.0,0.0,0.0,0.03,67.0,tbd,E10+
Sekai no Hate Made Itte Q! Chinjuu Hunter Mono no Daibouken,DS,2010.0,Misc,Kamui,0.0,0.0,0.03,0.0,0.03,,,
Summon Night 6: Lost Borders,PS4,2016.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,T
Majesty 2: The Fantasy Kingdom Sim,X360,2009.0,Simulation,Unknown,0.03,0.0,0.0,0.0,0.03,,,E10
Silverlicious,DS,2012.0,Action,GameMill Entertainment,0.03,0.0,0.0,0.0,0.03,,tbd,E
Smart Girl's Winter Wonderland,DS,2008.0,Misc,UFO Interactive,0.03,0.0,0.0,0.0,0.03,,tbd,E
BeatMania IIDX 14 Gold,PS2,2008.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,
Big Ichigeki! Pachi-Slot Taikouryku Universal Museum,SAT,1996.0,Misc,ASK,0.0,0.0,0.03,0.0,0.03,,,
Toriko: Ultimate Survival,3DS,2013.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,
Song of the Deep,PC,2016.0,Action,Insomniac Games,0.03,0.0,0.0,0.0,0.03,73.0,6.3,E
Vegas Casino,DS,2007.0,Misc,Neko Entertainment,0.03,0.0,0.0,0.0,0.03,,tbd,T
The Binding of Isaac,PC,2012.0,Action,Unknown,0.0,0.03,0.0,0.0,0.03,84.0,8.3,
Madou Monogatari,SAT,1998.0,Role-Playing,Compile,0.0,0.0,0.03,0.0,0.03,,,
Maximum Racing: GP Classic Racing,Wii,2010.0,Racing,Nordic Games,0.03,0.0,0.0,0.0,0.03,,tbd,E
Togainu no Chi: True Blood,PS2,2008.0,Adventure,Kadokawa Shoten,0.0,0.0,0.03,0.0,0.03,,,
Castlevania: Lords of Shadow - Reverie,PS3,2011.0,Action,Konami Digital Entertainment,0.02,0.0,0.0,0.01,0.03,70.0,,M
Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai,3DS,2012.0,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03,,,
Tork: Prehistoric Punk,XB,2005.0,Platform,Microsoft Game Studios,0.02,0.01,0.0,0.0,0.03,62.0,6.2,E
Chicken Shoot 2,GBA,2005.0,Adventure,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,,tbd,E10+
Tokyo Xanadu eX+,PS4,2016.0,Role-Playing,Nihon Falcom Corporation,0.0,0.0,0.03,0.0,0.03,,,
Airship Q,PSV,2015.0,Platform,Cygames,0.0,0.0,0.03,0.0,0.03,,,
A Good Librarian Like a Good Shepherd: Library Party,PSV,2015.0,Action,Kaga Create,0.0,0.0,0.03,0.0,0.03,,,
Overlord II,PC,2009.0,Action,Codemasters,0.0,0.03,0.0,0.0,0.03,79.0,8.1,T
Flipper Critters,DS,2007.0,Simulation,Conspiracy Entertainment,0.03,0.0,0.0,0.0,0.03,60.0,tbd,E
River City Super Sports Challenge,DS,2010.0,Sports,Arc System Works,0.01,0.0,0.02,0.0,0.03,,tbd,T
Sea Park Tycoon,DS,2010.0,Simulation,Foreign Media Games,0.02,0.01,0.0,0.0,0.03,,tbd,E
Underground Pool,DS,2007.0,Sports,UFO Interactive,0.03,0.0,0.0,0.0,0.03,40.0,tbd,E
Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,PS2,2008.0,Misc,Hackberry,0.0,0.0,0.03,0.0,0.03,,,
Accel World: Ginyoku no Kakusei,PSP,2012.0,Adventure,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,
Travel Coach: Europe 1,DS,2008.0,Misc,HMH Interactive,0.0,0.03,0.0,0.0,0.03,,,RP
Jikandia: The Timeless Land,PSP,2010.0,Role-Playing,Idea Factory,0.03,0.0,0.0,0.0,0.03,60.0,7.2,T
Classic Dungeon: Fuyoku no Masoujin,PSP,2010.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,,,
Rampo,SAT,1995.0,Adventure,Sega,0.0,0.0,0.03,0.0,0.03,,,
Toy Shop,DS,2008.0,Simulation,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,31.0,5.4,E
DiRT Rally,PC,2016.0,Racing,Codemasters,0.0,0.03,0.0,0.0,0.03,86.0,8.7,E
Trials Fusion,PC,2014.0,Racing,Ubisoft,0.0,0.03,0.0,0.0,0.03,80.0,6.8,E10+
SuperCar Challenge,PS3,2009.0,Racing,System 3 Arcade Software,0.0,0.03,0.0,0.01,0.03,65.0,7.8,
My Pet Shop (JP sales),DS,2008.0,Simulation,Square Enix,0.0,0.0,0.03,0.0,0.03,,,E
Prison Architect,PS4,2016.0,Action,Introversion Software,0.01,0.01,0.0,0.01,0.03,80.0,8,M
Hallowed Legends: Samhain,PC,2011.0,Adventure,Focus Home Interactive,0.0,0.03,0.0,0.01,0.03,,,
Exstetra,PSV,2013.0,Role-Playing,FuRyu,0.0,0.0,0.03,0.0,0.03,,,
Dodge Racing: Charger vs Challenger,DS,2009.0,Racing,Zushi Games,0.03,0.0,0.0,0.0,0.03,,tbd,E
Hakuoki Zuisouroku Omokage Hana,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,
Beastly,Wii,2011.0,Misc,Unknown,0.03,0.0,0.0,0.0,0.03,,tbd,E10+
Gokujou!! Mecha Mote Iinchou: MM My Best Friend!,DS,2010.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,
Rome: Total War - Gold Edition,PC,2006.0,Strategy,Sega,0.0,0.03,0.0,0.01,0.03,,8.6,T
Breath of Fire III,PSP,2005.0,Role-Playing,Capcom,0.0,0.02,0.0,0.01,0.03,76.0,9.7,T
Biker Mice From Mars,DS,2007.0,Racing,Game Factory,0.03,0.0,0.0,0.0,0.03,,tbd,E10+
Atelier Shallie Plus: Alchemists of the Dusk Sea,PSV,2016.0,Role-Playing,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,T
Hiiro no Kakera 2: Hisui no Shizuku,PS2,2007.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,
Summer Athletics 2009,X360,2009.0,Sports,49Games,0.0,0.03,0.0,0.0,0.03,,,
PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!,3DS,2015.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,
JoJo's Bizarre Adventure: Eyes of Heaven,PS3,2015.0,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,
Pro Yakyuu Spirits 5 Kanzenban,PS3,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,
Rugby World Cup 2015,X360,2015.0,Sports,Ubisoft,0.0,0.03,0.0,0.0,0.03,,8,E
Sorcery Saga: The Curse of the Great Curry God,PSV,2013.0,Role-Playing,Rising Star Games,0.0,0.0,0.03,0.0,0.03,65.0,7.3,T
Cabela's Big Game Hunter: Pro Hunts,PS3,2014.0,Shooter,Activision,0.03,0.0,0.0,0.01,0.03,,5.9,T
Hajime no Ippo: The Fighting! (2014),PS3,2014.0,Sports,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,
Game of Thrones (Telltale),X360,2015.0,Adventure,Telltale Games,0.02,0.0,0.0,0.0,0.03,,,
Dance Factory,PS2,2006.0,Action,Codemasters,0.02,0.01,0.0,0.0,0.03,56.0,5.8,E
Totally Spies!,GBA,2005.0,Platform,Atari,0.02,0.01,0.0,0.0,0.03,,,E
Jig-A-Pix: Wild World,DS,2009.0,Puzzle,Zushi Games,0.03,0.0,0.0,0.0,0.03,,tbd,E
DragonHeart: Fire & Steel,PS,1996.0,Action,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03,,,T
Chaos;Head - Love Chu*Chu!,X360,2010.0,Adventure,5pb,0.0,0.0,0.03,0.0,0.03,,,
Nishijin Pachinko Monogatari 2,SNES,1996.0,Misc,KSS,0.0,0.0,0.03,0.0,0.03,,,
The Walking Dead: Season One,PC,2012.0,Adventure,Avanquest Software,0.0,0.03,0.0,0.01,0.03,,,
Hyperdimension Neptunia Re;Birth 2,PSV,2014.0,Action,Idea Factory International,0.02,0.01,0.0,0.01,0.03,,,
RoadKill,GC,2003.0,Action,Midway Games,0.02,0.01,0.0,0.0,0.03,64.0,tbd,M
The Legend of Heroes III: Song of the Ocean,PSP,2006.0,Role-Playing,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03,58.0,6.1,E10+
Combat Mission: Shock Force,PC,2007.0,Strategy,Paradox Interactive,0.0,0.03,0.0,0.0,0.03,62.0,3.3,T
Top Gun: Hard Lock,PS3,2012.0,Action,505 Games,0.0,0.02,0.0,0.01,0.03,,7.8,T
Alia's Carnival! Sacrament,PSV,2015.0,Adventure,dramatic create,0.0,0.0,0.03,0.0,0.03,,,
F1 2002,GC,2002.0,Racing,Electronic Arts,0.02,0.01,0.0,0.0,0.03,72.0,7.8,E
Mushihimesama Futari Ver 1.5,X360,2009.0,Shooter,Cave,0.0,0.0,0.03,0.0,0.03,,,
Pocket Fighter,SAT,1998.0,Fighting,Capcom,0.0,0.0,0.03,0.0,0.03,,,T
Toaru Majutsu no Kagaku no Ensemble,PSP,2013.0,Adventure,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,
Ojyousama Express,SAT,1998.0,Strategy,Media Works,0.0,0.0,0.03,0.0,0.03,,,
Starsky & Hutch,GBA,2003.0,Racing,Empire Interactive,0.02,0.01,0.0,0.0,0.03,60.0,,T
Sitting Ducks,GBA,2003.0,Platform,LSP Games,0.02,0.01,0.0,0.0,0.03,35.0,tbd,E
Brothers Conflict: Brilliant Blue,PSP,2013.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,
Garfield: A Tale of Two Kitties,DS,2006.0,Platform,Game Factory,0.03,0.0,0.0,0.0,0.03,59.0,tbd,E
Men of War,PC,2009.0,Strategy,505 Games,0.01,0.02,0.0,0.0,0.03,80.0,8.1,M
Eyeshield 21: Field Saikyou no Senshi Tachi,Wii,2007.0,Role-Playing,Nintendo,0.0,0.0,0.03,0.0,0.03,,,
Fullmetal Alchemist: Brotherhood,PSP,2007.0,Action,Unknown,0.0,0.0,0.03,0.0,0.03,,,
Bad Apple Wars,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,T
To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen,DS,2008.0,Adventure,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,,,
House M.D.,DS,2010.0,Adventure,Mindscape,0.02,0.0,0.0,0.0,0.03,,,T
thinkSMART FAMILY!,Wii,2010.0,Misc,Conspiracy Entertainment,0.03,0.0,0.0,0.0,0.03,,tbd,E
Ultimate Block Party,PSP,2004.0,Puzzle,505 Games,0.03,0.0,0.0,0.0,0.03,76.0,tbd,E
Last Escort: Club Katze,PSP,2010.0,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03,,,
Renai Revenge,PSV,2015.0,Adventure,TGL,0.0,0.0,0.03,0.0,0.03,,,
Stacked with Daniel Negreanu,XB,2006.0,Misc,Myelin Media,0.02,0.01,0.0,0.0,0.03,61.0,tbd,T
Mahjong 300,DS,2011.0,Puzzle,Avanquest,0.0,0.03,0.0,0.0,0.03,,,
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,PSP,2010.0,Adventure,Yeti,0.0,0.0,0.03,0.0,0.03,,,
Konami Classics Series: Arcade Hits,DS,2007.0,Misc,Konami Digital Entertainment,0.01,0.0,0.02,0.0,0.03,76.0,tbd,E10+
WRC 5: FIA World Rally Championship,PSV,2015.0,Sports,Bigben Interactive,0.0,0.02,0.0,0.01,0.03,,,E
Infinite Stratos 2: Ignition Hearts,PSV,2014.0,Adventure,5pb,0.0,0.0,0.03,0.0,0.03,,,
Otometeki Koi Kakumei * Love Revo,PS2,2006.0,Adventure,Interchannel,0.0,0.0,0.03,0.0,0.03,,,
Guitar Hero: World Tour,PC,2009.0,Misc,Aspyr,0.0,0.03,0.0,0.01,0.03,84.0,7.8,T
Super Meat Boy: Ultra Edition!,PC,2011.0,Platform,Unknown,0.0,0.02,0.0,0.01,0.03,,,T
Dr. Muto,GC,2002.0,Platform,Midway Games,0.02,0.01,0.0,0.0,0.03,63.0,tbd,T
Super Heroine Chronicle,PS3,2014.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,
Otomedius Gorgeous,X360,2008.0,Shooter,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,
Egg Mania: Eggstreme Madness,PS2,2002.0,Puzzle,Kemco,0.02,0.01,0.0,0.0,0.03,64.0,tbd,E
Alter Ego,PC,1985.0,Simulation,Activision,0.0,0.03,0.0,0.01,0.03,59.0,5.8,T
Kiniro no Corda 3,PS2,2010.0,Adventure,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,
Zero Escape: Virtue's Last Reward,3DS,2012.0,Adventure,Rising Star Games,0.03,0.0,0.0,0.0,0.03,88.0,8.8,M
Darkstalkers Resurrection,PS3,2013.0,Fighting,Capcom,0.0,0.0,0.03,0.0,0.03,80.0,7.3,T
Transformers: Devastation,PC,2015.0,Action,Activision,0.0,0.03,0.0,0.0,0.03,74.0,7.6,T
MotoGP 15,XOne,2015.0,Racing,Milestone S.r.l.,0.0,0.03,0.0,0.0,0.03,65.0,,
Highschool Terra Story,SAT,1998.0,Adventure,KID,0.0,0.0,0.03,0.0,0.03,,,
Summer Athletics: The Ultimate Challenge,X360,2008.0,Sports,DTP Entertainment,0.02,0.01,0.0,0.0,0.03,48.0,tbd,E
The Golf Club,XOne,2014.0,Sports,Unknown,0.03,0.0,0.0,0.0,0.03,64.0,5.4,E
Emergency! Disaster Rescue Squad,DS,2009.0,Simulation,Destineer,0.03,0.0,0.0,0.0,0.03,,,E10
Neverwinter Nights,PC,2002.0,Role-Playing,Atari,0.0,0.03,0.0,0.0,0.03,91.0,8.2,T
Suggoi! Arcana Heart 2,PS2,2009.0,Fighting,AQ Interactive,0.0,0.0,0.03,0.0,0.03,,,
Crazy Machines,DS,2008.0,Puzzle,DTP Entertainment,0.0,0.03,0.0,0.0,0.03,,,E
Ebikore Photo Kano Kiss ,PSV,2015.0,Action,Kadokawa Games,0.0,0.0,0.03,0.0,0.03,,,
East India Company Collection,PC,2010.0,Misc,Paradox Interactive,0.0,0.03,0.0,0.0,0.03,,tbd,T
Mother Goose no Himitsu no Yakata,PSP,2011.0,Adventure,Quinrose,0.0,0.0,0.03,0.0,0.03,,,
Fast & Furious: Showdown,X360,2013.0,Action,Activision,0.0,0.03,0.0,0.0,0.03,,,
Winning Post 7 2009,PSP,2009.0,Sports,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,
Puzzle & Action: Tant-R,GEN,1994.0,Misc,Sega,0.0,0.0,0.03,0.0,0.03,,,
Code Lyoko: Quest for Infinity,PSP,2008.0,Action,Game Factory,0.03,0.0,0.0,0.0,0.03,,tbd,E10+
The Voice,PS3,2014.0,Action,Activision,0.02,0.0,0.0,0.01,0.03,,tbd,E10
Digimon World 4,XB,2005.0,Role-Playing,Atari,0.02,0.01,0.0,0.0,0.03,54.0,8.8,E
Guilty Gear XX Accent Core Plus,Wii,2009.0,Fighting,PQube,0.01,0.02,0.0,0.0,0.03,76.0,7.3,T
Kekkaishi: Kokubourou Shuurai,DS,2008.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,
Galleon: Islands of Mystery,XB,2004.0,Action,SCi,0.02,0.01,0.0,0.0,0.03,67.0,7,T
Montessori Music,DS,2008.0,Misc,Oxygen Interactive,0.01,0.02,0.0,0.0,0.03,,tbd,E
World Sports Competition,PS3,2009.0,Sports,Hudson Soft,0.02,0.0,0.0,0.01,0.03,,,E
Shugo Chara! Amunonijiro Chara Change,DS,2008.0,Action,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,
Renai 0 Kilometer,PSP,2013.0,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03,,,
Sunny Garcia Surfing,PS2,2001.0,Sports,Ubisoft,0.02,0.01,0.0,0.0,0.03,61.0,7.9,E
Far East of Eden Shinden,NG,1995.0,Fighting,Hudson Soft,0.0,0.0,0.03,0.0,0.03,,,
Tantei Jinguuji Saburo DS: Kienai Kokoro,DS,2008.0,Adventure,Arc System Works,0.0,0.0,0.03,0.0,0.03,,,
Lock On: Modern Air Combat,PC,2003.0,Simulation,Ubisoft,0.0,0.03,0.0,0.01,0.03,76.0,7.5,E
MotorHead,PS,1998.0,Racing,Gremlin Interactive Ltd,0.02,0.01,0.0,0.0,0.03,,,E
Max & the Magic Marker,Wii,2011.0,Platform,Unknown,0.0,0.03,0.0,0.0,0.03,70.0,,E
Ao no Kanata no Four Rhythm,PSV,2016.0,Adventure,Unknown,0.0,0.0,0.03,0.0,0.03,,,
StormLover,PSP,2010.0,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03,,,
Gloria Union,PSP,2011.0,Role-Playing,Atlus,0.0,0.0,0.03,0.0,0.03,,,
Gensou Suikoden I & II,PSP,2006.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,
Worms: WMD,PS4,2016.0,Action,Sold Out,0.01,0.02,0.0,0.0,0.03,78.0,7.6,E10+
Shaun White Skateboarding,PC,2010.0,Sports,Ubisoft,0.0,0.03,0.0,0.01,0.03,66.0,7.3,T
Eyeshield 21: DevilBats DevilDays,GBA,2006.0,Role-Playing,Nintendo,0.0,0.0,0.03,0.0,0.03,,,
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,WiiU,2014.0,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,
Jyuzaengi: Engetsu Sangokuden,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,
Ratatouille,PC,2007.0,Action,THQ,0.01,0.01,0.0,0.0,0.03,70.0,7.9,E
Shin Sangoku Musou Online: Kamishou Ranbu,PS3,2010.0,Action,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,,,
Rabbids Land,WiiU,2012.0,Misc,Ubisoft,0.01,0.01,0.0,0.0,0.03,52.0,5.2,E10+
Dancing Blade II: Tears of Eden,PS,1999.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,
Kokoro no Kokoron,DS,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,
Hiiro no Kakera 3: Aoikuro no Kusabi,PS2,2008.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,,,
BeatMania IIDX 13: DistorteD,PS2,2007.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,
Guild Wars,PC,2005.0,Role-Playing,NCSoft,0.03,0.0,0.0,0.0,0.03,89.0,8.4,T
Go! Go! Hypergrind,GC,2003.0,Sports,Atlus,0.02,0.01,0.0,0.0,0.03,65.0,,T
Great Edo Blacksmith,PSV,2014.0,Adventure,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,,,
Keshisasu-Kun: Battle Kas-tival,DS,2010.0,Action,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,
Kaidan Restaurant: Zoku! Shin Menu 100-Sen,DS,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,
Peak Performance,PS,1997.0,Racing,JVC,0.02,0.01,0.0,0.0,0.03,,,E
Take On Helicopters,PC,2011.0,Simulation,Unknown,0.0,0.02,0.0,0.01,0.03,70.0,6.7,T
Young Justice: Legacy,3DS,2013.0,Action,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03,,7.1,E10+
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,3DS,2012.0,Adventure,ChunSoft,0.0,0.0,0.03,0.0,0.03,,,
DokiDoki Majo Shinpan! 2,DS,2008.0,Adventure,SNK Playmore,0.0,0.0,0.03,0.0,0.03,,,
S.L.A.I.: Steel Lancer Arena International,PS2,2005.0,Simulation,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.03,66.0,7.8,T
Freaky Flyers,XB,2003.0,Racing,Midway Games,0.02,0.01,0.0,0.0,0.03,64.0,tbd,T
Nacho Libre,DS,2006.0,Action,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,56.0,5.8,E10+
Power Rangers Super Megaforce ,3DS,2014.0,Action,Namco Bandai Games,0.01,0.01,0.0,0.0,0.03,43.0,tbd,E10+
Homeworld 2,PC,2003.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.0,0.03,83.0,8.3,T
Zoboomafoo: Leapin' Lemurs!,PS,2001.0,Action,Encore,0.02,0.01,0.0,0.0,0.03,,,E
Rayman 3: Hoodlum Havoc,PC,2003.0,Platform,Ubisoft,0.0,0.03,0.0,0.0,0.03,74.0,8.3,E
Dennou Senki Virtual-On Force,X360,2010.0,Fighting,Sega,0.0,0.0,0.03,0.0,0.03,,,
Rugby 15,X360,2015.0,Sports,Bigben Interactive,0.0,0.03,0.0,0.0,0.03,,,E
Nettou! Powerful Koushien,DS,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,
Graffiti Kingdom,PS2,2004.0,Role-Playing,505 Games,0.01,0.01,0.0,0.0,0.03,71.0,7.1,E
King Arthur II,PC,2011.0,Strategy,Paradox Interactive,0.0,0.03,0.0,0.0,0.03,,,
Armored Core SL: Silent Line Portable,PSP,2009.0,Simulation,From Software,0.0,0.0,0.03,0.0,0.03,58.0,,T
Looney Tunes: Galactic Sports,PSV,2015.0,Action,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.03,,tbd,
To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,PSP,2008.0,Adventure,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,,,
Combat Elite: WWII Paratroopers,XB,2005.0,Shooter,Unknown,0.02,0.01,0.0,0.0,0.03,56.0,tbd,T
Lethal Enforcers I & II,PS,1996.0,Shooter,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,,,M
Bubble Bobble Evolution,PSP,2006.0,Puzzle,Rising Star Games,0.03,0.0,0.0,0.0,0.03,47.0,tbd,E
Klonoa 2: Dream Champ Tournament,GBA,2002.0,Platform,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03,78.0,9.3,E
Who Wants to be a Millionaire: 1st Edition,DS,2007.0,Misc,Ubisoft,0.0,0.03,0.0,0.0,0.03,,,
N+,PSP,2007.0,Platform,Atari,0.03,0.0,0.0,0.0,0.03,79.0,7.8,E
Minna no Golf Jou Vol.1,PSP,2007.0,Sports,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,,,
Ducati World Racing Challenge,PS,2001.0,Racing,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03,68.0,tbd,E
Super Collapse! II,GBA,2004.0,Puzzle,Majesco Entertainment,0.02,0.01,0.0,0.0,0.03,,,E
Pop'n Music 14 Fever!,PS2,2007.0,Misc,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,,,
Golden Nugget Casino / Texas Hold 'Em Double Pack,GBA,2005.0,Misc,Majesco Entertainment,0.02,0.01,0.0,0.0,0.03,,,E
Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito,PSP,2010.0,Role-Playing,Gust,0.0,0.0,0.03,0.0,0.03,,,
Lux-Pain (JP sales),DS,2008.0,Adventure,Rising Star Games,0.0,0.0,0.03,0.0,0.03,,,T
Smashing Drive,GBA,2004.0,Racing,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,47.0,tbd,E
Away: Shuffle Dungeon,DS,2008.0,Role-Playing,Majesco Entertainment,0.02,0.0,0.0,0.0,0.03,65.0,tbd,E10+
Big Mountain 2000,N64,1998.0,Sports,Imagineer,0.02,0.01,0.0,0.0,0.03,,,E
Starshot: Space Circus Fever,N64,1998.0,Platform,Infogrames,0.02,0.01,0.0,0.0,0.03,52.0,,E
Charlie Blasts Territory,N64,1999.0,Action,Kemco,0.02,0.01,0.0,0.0,0.03,59.0,,E
Senko no Ronde DUO,X360,2010.0,Fighting,G.Rev,0.0,0.0,0.03,0.0,0.03,,,
Knights of Honor,PC,2004.0,Strategy,Sunflowers,0.0,0.02,0.0,0.01,0.03,77.0,9.1,E10+
